"","study","sample","experiment","run","ftp"
"1719","SRP079058","SRS1574365","SRX1964809","SRR3935517","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935517/SRR3935517.sra"
"1720","SRP079058","SRS1573483","SRX1963927","SRR3934635","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934635/SRR3934635.sra"
"1721","SRP079058","SRS1575810","SRX1966253","SRR3936961","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936961/SRR3936961.sra"
"1722","SRP079058","SRS1575686","SRX1966130","SRR3936838","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936838/SRR3936838.sra"
"1723","SRP079058","SRS1575822","SRX1966267","SRR3936975","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936975/SRR3936975.sra"
"1724","SRP079058","SRS1576436","SRX1966878","SRR3937586","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937586/SRR3937586.sra"
"1725","SRP079058","SRS1574145","SRX1964589","SRR3935297","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935297/SRR3935297.sra"
"1726","SRP079058","SRS1575690","SRX1966135","SRR3936843","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936843/SRR3936843.sra"
"1727","SRP079058","SRS1573498","SRX1963941","SRR3934649","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934649/SRR3934649.sra"
"1728","SRP079058","SRS1573503","SRX1963947","SRR3934655","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934655/SRR3934655.sra"
"1729","SRP079058","SRS1574840","SRX1965284","SRR3935992","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935992/SRR3935992.sra"
"1730","SRP079058","SRS1573875","SRX1964319","SRR3935027","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935027/SRR3935027.sra"
"1731","SRP079058","SRS1574841","SRX1965286","SRR3935994","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935994/SRR3935994.sra"
"1732","SRP079058","SRS1573749","SRX1964195","SRR3934903","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934903/SRR3934903.sra"
"1733","SRP079058","SRS1574843","SRX1965290","SRR3935998","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935998/SRR3935998.sra"
"1734","SRP079058","SRS1574462","SRX1964906","SRR3935614","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935614/SRR3935614.sra"
"1735","SRP079058","SRS1573374","SRX1963818","SRR3934526","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934526/SRR3934526.sra"
"1736","SRP079058","SRS1575550","SRX1965994","SRR3936702","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936702/SRR3936702.sra"
"1737","SRP079058","SRS1573634","SRX1964078","SRR3934786","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934786/SRR3934786.sra"
"1738","SRP079058","SRS1573512","SRX1963956","SRR3934664","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934664/SRR3934664.sra"
"1739","SRP079058","SRS1573645","SRX1964089","SRR3934797","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934797/SRR3934797.sra"
"1740","SRP079058","SRS1573653","SRX1964098","SRR3934806","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934806/SRR3934806.sra"
"1741","SRP079058","SRS1573642","SRX1964086","SRR3934794","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934794/SRR3934794.sra"
"1742","SRP079058","SRS1575938","SRX1966381","SRR3937089","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937089/SRR3937089.sra"
"1743","SRP079058","SRS1575711","SRX1966155","SRR3936863","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936863/SRR3936863.sra"
"1744","SRP079058","SRS1575944","SRX1966390","SRR3937098","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937098/SRR3937098.sra"
"1745","SRP079058","SRS1573763","SRX1964206","SRR3934914","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934914/SRR3934914.sra"
"1746","SRP079058","SRS1574493","SRX1964937","SRR3935645","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935645/SRR3935645.sra"
"1747","SRP079058","SRS1575577","SRX1966021","SRR3936729","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936729/SRR3936729.sra"
"1748","SRP079058","SRS1573922","SRX1964368","SRR3935076","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935076/SRR3935076.sra"
"1749","SRP079058","SRS1576097","SRX1966541","SRR3937249","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937249/SRR3937249.sra"
"1750","SRP079058","SRS1575576","SRX1966020","SRR3936728","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936728/SRR3936728.sra"
"1751","SRP079058","SRS1575579","SRX1966023","SRR3936731","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936731/SRR3936731.sra"
"1752","SRP079058","SRS1574288","SRX1964732","SRR3935440","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935440/SRR3935440.sra"
"1753","SRP079058","SRS1575790","SRX1966234","SRR3936942","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936942/SRR3936942.sra"
"1754","SRP079058","SRS1574866","SRX1965310","SRR3936018","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936018/SRR3936018.sra"
"1755","SRP079058","SRS1576690","SRX1967134","SRR3937842","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937842/SRR3937842.sra"
"1756","SRP079058","SRS1576701","SRX1967145","SRR3937853","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937853/SRR3937853.sra"
"1757","SRP079058","SRS1575853","SRX1966297","SRR3937005","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937005/SRR3937005.sra"
"1758","SRP079058","SRS1574754","SRX1965199","SRR3935907","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935907/SRR3935907.sra"
"1759","SRP079058","SRS1573773","SRX1964218","SRR3934926","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934926/SRR3934926.sra"
"1760","SRP079058","SRS1573678","SRX1964122","SRR3934830","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934830/SRR3934830.sra"
"1761","SRP079058","SRS1573677","SRX1964121","SRR3934829","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934829/SRR3934829.sra"
"1762","SRP079058","SRS1576233","SRX1966678","SRR3937386","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937386/SRR3937386.sra"
"1763","SRP079058","SRS1573670","SRX1964114","SRR3934822","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934822/SRR3934822.sra"
"1764","SRP079058","SRS1575115","SRX1965561","SRR3936269","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936269/SRR3936269.sra"
"1765","SRP079058","SRS1575366","SRX1965810","SRR3936518","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936518/SRR3936518.sra"
"1766","SRP079058","SRS1573203","SRX1963647","SRR3934355","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934355/SRR3934355.sra"
"1767","SRP079058","SRS1574768","SRX1965207","SRR3935915","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935915/SRR3935915.sra"
"1768","SRP079058","SRS1574751","SRX1965195","SRR3935903","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935903/SRR3935903.sra"
"1769","SRP079058","SRS1575859","SRX1966303","SRR3937011","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937011/SRR3937011.sra"
"1770","SRP079058","SRS1574509","SRX1964953","SRR3935661","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935661/SRR3935661.sra"
"1771","SRP079058","SRS1576482","SRX1966922","SRR3937630","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937630/SRR3937630.sra"
"1772","SRP079058","SRS1574047","SRX1964491","SRR3935199","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935199/SRR3935199.sra"
"1773","SRP079058","SRS1576706","SRX1967147","SRR3937855","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937855/SRR3937855.sra"
"1774","SRP079058","SRS1574056","SRX1964501","SRR3935209","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935209/SRR3935209.sra"
"1775","SRP079058","SRS1576237","SRX1966682","SRR3937390","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937390/SRR3937390.sra"
"1776","SRP079058","SRS1576491","SRX1966934","SRR3937642","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937642/SRR3937642.sra"
"1777","SRP079058","SRS1573219","SRX1963663","SRR3934371","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934371/SRR3934371.sra"
"1778","SRP079058","SRS1575012","SRX1965456","SRR3936164","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936164/SRR3936164.sra"
"1779","SRP079058","SRS1576596","SRX1967039","SRR3937747","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937747/SRR3937747.sra"
"1780","SRP079058","SRS1576106","SRX1966550","SRR3937258","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937258/SRR3937258.sra"
"1781","SRP079058","SRS1575475","SRX1965921","SRR3936629","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936629/SRR3936629.sra"
"1782","SRP079058","SRS1573931","SRX1964375","SRR3935083","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935083/SRR3935083.sra"
"1783","SRP079058","SRS1575610","SRX1966055","SRR3936763","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936763/SRR3936763.sra"
"1784","SRP079058","SRS1573428","SRX1963872","SRR3934580","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934580/SRR3934580.sra"
"1785","SRP079058","SRS1575744","SRX1966189","SRR3936897","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936897/SRR3936897.sra"
"1786","SRP079058","SRS1575736","SRX1966183","SRR3936891","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936891/SRR3936891.sra"
"1787","SRP079058","SRS1574537","SRX1964981","SRR3935689","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935689/SRR3935689.sra"
"1788","SRP079058","SRS1575415","SRX1965859","SRR3936567","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936567/SRR3936567.sra"
"1789","SRP079058","SRS1573368","SRX1963812","SRR3934520","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934520/SRR3934520.sra"
"1790","SRP079058","SRS1576100","SRX1966543","SRR3937251","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937251/SRR3937251.sra"
"1791","SRP079058","SRS1573737","SRX1964181","SRR3934889","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934889/SRR3934889.sra"
"1792","SRP079058","SRS1573989","SRX1964434","SRR3935142","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935142/SRR3935142.sra"
"1793","SRP079058","SRS1574854","SRX1965298","SRR3936006","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936006/SRR3936006.sra"
"1794","SRP079058","SRS1576302","SRX1966743","SRR3937451","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937451/SRR3937451.sra"
"1795","SRP079058","SRS1575801","SRX1966248","SRR3936956","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936956/SRR3936956.sra"
"1796","SRP079058","SRS1575615","SRX1966058","SRR3936766","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936766/SRR3936766.sra"
"1797","SRP079058","SRS1575279","SRX1965723","SRR3936431","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936431/SRR3936431.sra"
"1798","SRP079058","SRS1574547","SRX1964991","SRR3935699","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935699/SRR3935699.sra"
"1799","SRP079058","SRS1574548","SRX1964992","SRR3935700","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935700/SRR3935700.sra"
"1800","SRP079058","SRS1573553","SRX1963998","SRR3934706","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934706/SRR3934706.sra"
"1801","SRP079058","SRS1575626","SRX1966069","SRR3936777","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936777/SRR3936777.sra"
"1802","SRP079058","SRS1573561","SRX1964005","SRR3934713","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934713/SRR3934713.sra"
"1803","SRP079058","SRS1575178","SRX1965622","SRR3936330","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936330/SRR3936330.sra"
"1804","SRP079058","SRS1574453","SRX1964895","SRR3935603","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935603/SRR3935603.sra"
"1805","SRP079058","SRS1573361","SRX1963805","SRR3934513","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934513/SRR3934513.sra"
"1806","SRP079058","SRS1574451","SRX1964896","SRR3935604","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935604/SRR3935604.sra"
"1807","SRP079058","SRS1573362","SRX1963806","SRR3934514","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934514/SRR3934514.sra"
"1808","SRP079058","SRS1573238","SRX1963682","SRR3934390","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934390/SRR3934390.sra"
"1809","SRP079058","SRS1573969","SRX1964415","SRR3935123","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935123/SRR3935123.sra"
"1810","SRP079058","SRS1573236","SRX1963680","SRR3934388","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934388/SRR3934388.sra"
"1811","SRP079058","SRS1575047","SRX1965491","SRR3936199","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936199/SRR3936199.sra"
"1812","SRP079058","SRS1575664","SRX1966108","SRR3936816","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936816/SRR3936816.sra"
"1813","SRP079058","SRS1573849","SRX1964293","SRR3935001","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935001/SRR3935001.sra"
"1814","SRP079058","SRS1575658","SRX1966102","SRR3936810","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936810/SRR3936810.sra"
"1815","SRP079058","SRS1574931","SRX1965375","SRR3936083","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936083/SRR3936083.sra"
"1816","SRP079058","SRS1576020","SRX1966465","SRR3937173","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937173/SRR3937173.sra"
"1817","SRP079058","SRS1576753","SRX1967196","SRR3937904","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937904/SRR3937904.sra"
"1818","SRP079058","SRS1575654","SRX1966098","SRR3936806","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936806/SRR3936806.sra"
"1819","SRP079058","SRS1575652","SRX1966096","SRR3936804","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936804/SRR3936804.sra"
"1820","SRP079058","SRS1574578","SRX1965021","SRR3935729","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935729/SRR3935729.sra"
"1821","SRP079058","SRS1574573","SRX1965016","SRR3935724","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935724/SRR3935724.sra"
"1822","SRP079058","SRS1573461","SRX1963905","SRR3934613","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934613/SRR3934613.sra"
"1823","SRP079058","SRS1573451","SRX1963895","SRR3934603","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934603/SRR3934603.sra"
"1824","SRP079058","SRS1575411","SRX1965856","SRR3936564","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936564/SRR3936564.sra"
"1825","SRP079058","SRS1574343","SRX1964787","SRR3935495","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935495/SRR3935495.sra"
"1826","SRP079058","SRS1574348","SRX1964792","SRR3935500","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935500/SRR3935500.sra"
"1827","SRP079058","SRS1573987","SRX1964430","SRR3935138","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935138/SRR3935138.sra"
"1828","SRP079058","SRS1574970","SRX1965414","SRR3936122","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936122/SRR3936122.sra"
"1829","SRP079058","SRS1574971","SRX1965415","SRR3936123","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936123/SRR3936123.sra"
"1830","SRP079058","SRS1575056","SRX1965500","SRR3936208","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936208/SRR3936208.sra"
"1831","SRP079058","SRS1574968","SRX1965412","SRR3936120","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936120/SRR3936120.sra"
"1832","SRP079058","SRS1576059","SRX1966502","SRR3937210","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937210/SRR3937210.sra"
"1833","SRP079058","SRS1574123","SRX1964567","SRR3935275","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935275/SRR3935275.sra"
"1834","SRP079058","SRS1575959","SRX1966404","SRR3937112","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937112/SRR3937112.sra"
"1835","SRP079058","SRS1574281","SRX1964725","SRR3935433","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935433/SRR3935433.sra"
"1836","SRP079058","SRS1576173","SRX1966616","SRR3937324","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937324/SRR3937324.sra"
"1837","SRP079058","SRS1573259","SRX1963703","SRR3934411","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934411/SRR3934411.sra"
"1838","SRP079058","SRS1575808","SRX1966254","SRR3936962","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936962/SRR3936962.sra"
